,distance,pixel_i,pixel_j,patch_loc
0,0.019749153,8191.0,7909.0,3001120200000.0
1,0.008837517,333.0,8191.0,3001120200000.0
2,0.0088995965,2666.0,0.0,3001120200000.0
3,0.01131578,333.0,8191.0,3001120200000.0
4,0.0,0.0,0.0,0.0
5,0.002964158,0.0,907.0,3001120200000.0
6,0.0,0.0,0.0,0.0
7,0.008295183,8191.0,101.0,3001120200000.0
8,0.008850047,8191.0,7013.0,3001120200000.0
9,0.0006286498,427.0,8191.0,3001120200000.0
10,0.016558867,79.0,0.0,3001120200000.0
11,0.00952537,8191.0,101.0,3001120200000.0
12,0.010231237,0.0,4040.0,3001120200000.0
13,0.008079858,2666.0,0.0,3001120200000.0
14,0.0,202.0,721.0,3001120200000.0
15,0.0041926,1035.0,8177.0,3001120200000.0
16,0.007612981,0.0,7346.0,3001120200000.0
17,0.06739025,492.0,0.0,3001120200000.0
18,3.3648e-05,8191.0,4312.0,3001120200000.0
19,0.011456074,8191.0,1223.0,3001120200000.0
20,0.017917378,8191.0,7909.0,3001120200000.0
21,0.004028368,0.0,1754.0,3001120200000.0
22,0.02467462,5961.0,8191.0,3001120200000.0
23,0.027832912,3851.0,8191.0,3001120200000.0
24,0.010866598,8191.0,7608.0,3001120200000.0
25,0.012674482,0.0,243.0,3001120200000.0
26,0.00305404,246.0,8148.0,3001120200000.0
27,0.0,6802.0,5360.0,3001120200000.0
28,0.05856637,0.0,453.0,3001120200000.0
29,0.02515734,1975.0,8191.0,3001120200000.0
30,0.021479698,8191.0,7909.0,3001120200000.0
31,0.0026972368,1035.0,8177.0,3001120200000.0
32,0.018236395,1306.0,0.0,3001120200000.0
33,0.01906414,8191.0,7909.0,3001120200000.0
34,0.0,6237.0,5523.0,3001120200000.0
35,0.00040282958,93.0,0.0,3001120200000.0
36,0.001984052,6835.0,8180.0,3001120200000.0
37,5.112772e-05,0.0,1341.0,3001120200000.0
38,0.005593008,6835.0,8180.0,3001120200000.0
39,0.009335756,333.0,8191.0,3001120200000.0
40,0.0,3108.0,180.0,3001120200000.0
41,0.008131416,8191.0,5148.0,3001120200000.0
42,0.0088538295,535.0,0.0,3001120200000.0
43,0.03535077,693.0,8191.0,3001120200000.0
44,3.7029848e-05,4558.0,0.0,3001120200000.0
45,0.009642549,0.0,4151.0,3001120200000.0
46,0.014924342,79.0,0.0,3001120200000.0
47,0.010519942,8191.0,7909.0,3001120200000.0
48,0.01971562,2886.0,8191.0,3001120200000.0
49,0.049573552,492.0,0.0,3001120200000.0
50,0.009935856,8061.0,8191.0,3001120200000.0
51,0.03062987,6207.0,0.0,3001120200000.0
52,0.0,0.0,0.0,0.0
53,0.019194743,8191.0,7909.0,3001120200000.0
54,0.011523215,8176.0,5931.0,3001120200000.0
55,0.00887922,0.0,5784.0,3001120200000.0
56,0.018421648,0.0,432.0,3001120200000.0
57,0.018844523,2870.0,0.0,3001120200000.0
58,0.004140333,0.0,7581.0,3001120200000.0
59,0.0018053013,6248.0,0.0,3001120200000.0
60,0.016413128,4308.0,0.0,3001120200000.0
61,0.0149591165,8191.0,7909.0,3001120200000.0
62,0.022250758,8191.0,7909.0,3001120200000.0
63,0.011754301,0.0,5784.0,3001120200000.0
64,1.0142001e-05,2771.0,0.0,3001120200000.0
65,0.00043819725,3037.0,0.0,3001120200000.0
66,0.014541536,517.0,0.0,3001120200000.0
67,0.036706544,3698.0,0.0,3001120200000.0
68,0.013295854,0.0,243.0,3001120200000.0
69,0.011105397,0.0,4814.0,3001120200000.0
70,0.015217322,8061.0,8191.0,3001120200000.0
71,0.0,5894.0,1198.0,3001120200000.0
72,0.009228287,8191.0,101.0,3001120200000.0
73,0.0027732844,1035.0,8177.0,3001120200000.0
74,0.002704447,0.0,2823.0,3001120200000.0
75,0.0003125081,56.0,3907.0,3001120200000.0
76,0.023761965,1888.0,8191.0,3001120200000.0
77,0.02994236,5271.0,8191.0,3001120200000.0
78,0.0,0.0,0.0,0.0
79,0.0072146296,535.0,0.0,3001120200000.0
80,0.025470573,5973.0,8191.0,3001120200000.0
81,0.015728932,8191.0,7909.0,3001120200000.0
82,0.0,4596.0,1502.0,3001120200000.0
83,4.6542937e-07,1147.0,0.0,3001120200000.0
84,0.0,0.0,0.0,0.0
85,0.022440093,8191.0,7903.0,3001120200000.0
86,0.008579798,8191.0,8173.0,3001120200000.0
87,0.011427576,8191.0,101.0,3001120200000.0
88,0.0017316906,7786.0,6.0,3001120200000.0
89,0.02175265,8191.0,7909.0,3001120200000.0
90,0.031664208,2277.0,8191.0,3001120200000.0
91,0.0041903774,0.0,5796.0,3001120200000.0
92,0.019106634,0.0,432.0,3001120200000.0
93,0.024103455,8153.0,8191.0,3001120200000.0
94,0.009596197,8191.0,101.0,3001120200000.0
95,0.006548032,0.0,5755.0,3001120200000.0
96,0.016793648,0.0,4151.0,3001120200000.0
97,0.0,0.0,0.0,0.0
98,0.0,4920.0,2111.0,3001120200000.0
99,0.00877501,0.0,4151.0,3001120200000.0
100,7.043127e-09,1148.0,0.0,3001120200000.0
101,0.00906382,4804.0,0.0,3001120200000.0
102,0.029421926,2216.0,0.0,3001120200000.0
103,0.013162845,8191.0,101.0,3001120200000.0
104,0.0006831469,1306.0,0.0,3001120200000.0
105,0.00093299925,4866.0,0.0,3001120200000.0
106,0.0009825805,6555.0,0.0,3001120200000.0
107,0.009302503,0.0,4040.0,3001120200000.0
108,0.01787204,195.0,8191.0,3001120200000.0
109,0.0014936248,7510.0,0.0,3001120200000.0
110,0.0031288045,8191.0,4002.0,3001120200000.0
111,0.0,0.0,0.0,0.0
112,0.021850966,2771.0,0.0,3001120200000.0
113,0.0,0.0,0.0,0.0
114,0.010550703,8191.0,7909.0,3001120200000.0
115,0.00032050902,1617.0,0.0,3001120200000.0
116,0.015397057,8191.0,7909.0,3001120200000.0
117,0.008370192,8191.0,101.0,3001120200000.0
118,0.012714547,7966.0,8191.0,3001120200000.0
119,0.008997941,8061.0,8191.0,3001120200000.0
120,0.0,1581.0,5745.0,3001120200000.0
121,0.013351633,0.0,1273.0,3001120200000.0
122,0.040495247,693.0,8191.0,3001120200000.0
123,0.0022149526,8191.0,4002.0,3001120200000.0
124,0.012901769,8191.0,1599.0,3001120200000.0
125,0.02074728,5671.0,0.0,3001120200000.0
126,0.01659961,8191.0,7909.0,3001120200000.0
127,0.008563797,1591.0,0.0,3001120200000.0
128,0.00489471,525.0,8191.0,3001120200000.0
129,0.009107576,0.0,7119.0,3001120200000.0
130,0.0,4578.0,4569.0,3001120200000.0
131,0.0,0.0,0.0,0.0
132,0.0,192.0,4501.0,3001120200000.0
133,0.012058026,7966.0,8191.0,3001120200000.0
134,0.021328617,4864.0,0.0,3001120200000.0
135,0.012718977,8191.0,7608.0,3001120200000.0
136,0.015257207,8191.0,8173.0,3001120200000.0
137,0.0,0.0,0.0,0.0
138,0.008243608,4308.0,0.0,3001120200000.0
139,0.010391554,333.0,8191.0,3001120200000.0
140,0.00018258554,8191.0,110.0,3001120200000.0
141,0.010292423,0.0,3637.0,3001120200000.0
142,0.012925967,8191.0,7909.0,3001120200000.0
143,0.008617577,347.0,8191.0,3001120200000.0
144,5.9938073e-05,0.0,1341.0,3001120200000.0
145,0.0024847179,0.0,1754.0,3001120200000.0
146,0.0006225784,2771.0,0.0,3001120200000.0
147,0.0,6883.0,841.0,3001120200000.0
148,0.009203276,0.0,852.0,3001120200000.0
149,0.020927016,8191.0,7909.0,3001120200000.0
150,0.00030670702,4051.0,8191.0,3001120200000.0
151,0.0,2498.0,519.0,3001120200000.0
152,0.030507825,6270.0,8191.0,3001120200000.0
153,0.0,0.0,0.0,0.0
154,9.880401e-06,427.0,0.0,3001120200000.0
155,0.0,0.0,0.0,0.0
156,0.0074486146,246.0,8148.0,3001120200000.0
157,0.02147124,8191.0,7903.0,3001120200000.0
158,0.0038201849,7553.0,8191.0,3001120200000.0
159,0.009952864,8191.0,8173.0,3001120200000.0
160,0.0026355472,3395.0,8191.0,3001120200000.0
161,0.0007159338,6985.0,8191.0,3001120200000.0
162,0.01048418,3397.0,0.0,3001120200000.0
163,0.016522503,12.0,0.0,3001120200000.0
164,0.0004515692,7777.0,8191.0,3001120200000.0
165,0.02716415,0.0,7945.0,3001120200000.0
166,0.013540619,5730.0,0.0,3001120200000.0
167,0.014961201,8176.0,5930.0,3001120200000.0
168,0.021126833,8191.0,7903.0,3001120200000.0
169,0.019850006,3388.0,8191.0,3001120200000.0
170,0.011314476,0.0,1273.0,3001120200000.0
171,0.00011578834,7818.0,0.0,3001120200000.0
172,5.8026053e-06,2198.0,8191.0,3001120200000.0
173,0.0045763366,1035.0,8177.0,3001120200000.0
174,0.004368319,3021.0,8191.0,3001120200000.0
175,0.012742773,8191.0,7909.0,3001120200000.0
176,0.023888838,8152.0,0.0,3001120200000.0
177,0.026519712,1981.0,8191.0,3001120200000.0
178,1.4792861e-06,10.0,424.0,3001120200000.0
179,0.011310979,8191.0,8173.0,3001120200000.0
180,0.016537465,8191.0,3284.0,3001120200000.0
181,0.0,1244.0,5727.0,3001120200000.0
182,0.00028991536,8191.0,7076.0,3001120200000.0
183,0.033935416,88.0,8081.0,3001120200000.0
184,0.004163044,0.0,4006.0,3001120200000.0
185,0.013174895,8191.0,4311.0,3001120200000.0
186,0.009378255,333.0,8191.0,3001120200000.0
187,0.008944196,7966.0,8191.0,3001120200000.0
188,0.0,0.0,0.0,0.0
189,0.0007452449,7960.0,0.0,3001120200000.0
190,0.0020615035,0.0,676.0,3001120200000.0
191,0.018618157,8191.0,7903.0,3001120200000.0
192,0.01382955,333.0,8191.0,3001120200000.0
193,0.010181787,12.0,0.0,3001120200000.0
194,0.008724034,0.0,4151.0,3001120200000.0
195,0.0029412098,0.0,2684.0,3001120200000.0
196,0.0009815885,5695.0,0.0,3001120200000.0
197,0.013147782,8191.0,7909.0,3001120200000.0
198,0.021658301,8086.0,8191.0,3001120200000.0
199,0.017431889,0.0,7945.0,3001120200000.0
200,0.017801294,8191.0,7909.0,3001120200000.0
201,0.0037004845,0.0,5808.0,3001120200000.0
202,0.010959896,137.0,2.0,3001120200000.0
203,0.015513081,0.0,6523.0,3001120200000.0
