,distance,pixel_i,pixel_j,patch_loc
394,0.010304567,8191.0,4311.0,3001120200000.0
395,0.01348401,8191.0,7909.0,3001120200000.0
396,0.009146845,0.0,1273.0,3001120200000.0
397,0.0006545577,1532.0,0.0,3001120200000.0
398,0.0,5376.0,3121.0,3001120200000.0
399,0.035684623,2771.0,0.0,3001120200000.0
400,0.0,2164.0,3881.0,3001120200000.0
401,0.01395087,8191.0,4311.0,3001120200000.0
402,0.0015726277,3695.0,0.0,3001120200000.0
403,0.072442144,0.0,453.0,3001120200000.0
404,0.036565837,693.0,8191.0,3001120200000.0
405,0.013015533,8191.0,7013.0,3001120200000.0
406,0.0,0.0,0.0,0.0
407,0.0062610214,1035.0,8177.0,3001120200000.0
408,0.017724276,8191.0,7909.0,3001120200000.0
409,0.00046302247,5846.0,8191.0,3001120200000.0
410,0.0098164035,1070.0,8191.0,3001120200000.0
411,0.030392624,0.0,7945.0,3001120200000.0
412,0.012330251,8061.0,8191.0,3001120200000.0
413,0.0017051778,7231.0,0.0,3001120200000.0
414,0.041477643,693.0,8191.0,3001120200000.0
415,0.016125053,12.0,0.0,3001120200000.0
416,0.0,4438.0,2286.0,3001120200000.0
417,0.0,5089.0,2434.0,3001120200000.0
418,0.027733672,6154.0,0.0,3001120200000.0
419,0.05422729,0.0,453.0,3001120200000.0
420,0.008218583,8191.0,1599.0,3001120200000.0
421,0.0056184246,0.0,1364.0,3001120200000.0
422,0.008733224,163.0,8191.0,3001120200000.0
423,0.044130117,7510.0,0.0,3001120200000.0
424,0.00058607775,2771.0,0.0,3001120200000.0
425,5.2614714e-06,8191.0,991.0,3001120200000.0
426,0.0028585347,1117.0,8191.0,3001120200000.0
427,0.04531398,6166.0,8191.0,3001120200000.0
428,0.0,4108.0,7654.0,3001120200000.0
429,0.0289645,0.0,689.0,3001120200000.0
430,0.015826182,2410.0,8191.0,3001120200000.0
431,0.026730323,21.0,8191.0,3001120200000.0
432,0.023561,1888.0,8191.0,3001120200000.0
433,0.002199532,0.0,5796.0,3001120200000.0
434,0.043852042,0.0,8052.0,3001120200000.0
435,0.040494245,693.0,8191.0,3001120200000.0
436,0.009997353,12.0,0.0,3001120200000.0
437,0.011462781,8191.0,7909.0,3001120200000.0
438,0.030679418,1365.0,8191.0,3001120200000.0
439,0.00091607077,0.0,1363.0,3001120200000.0
440,0.0,8081.0,6521.0,3001120200000.0
441,0.0039528813,0.0,676.0,3001120200000.0
442,0.01726424,8191.0,7909.0,3001120200000.0
443,0.0,0.0,0.0,0.0
444,0.0,6330.0,3142.0,3001120200000.0
445,0.00068029977,5890.0,0.0,3001120200000.0
446,0.018839955,8191.0,7909.0,3001120200000.0
447,0.01354495,5730.0,0.0,3001120200000.0
448,0.0332238,175.0,8191.0,3001120200000.0
449,0.0,1872.0,3301.0,3001120200000.0
450,0.012526502,8191.0,7608.0,3001120200000.0
451,0.0003881373,3062.0,8191.0,3001120200000.0
452,0.021880535,8191.0,7903.0,3001120200000.0
453,0.0,837.0,2881.0,3001120200000.0
454,0.00889606,137.0,2.0,3001120200000.0
455,0.03278042,693.0,8191.0,3001120200000.0
456,0.011885217,8191.0,3738.0,3001120200000.0
457,0.008416753,0.0,1273.0,3001120200000.0
458,0.025604034,0.0,689.0,3001120200000.0
459,0.012938225,8191.0,7608.0,3001120200000.0
460,0.012167487,12.0,0.0,3001120200000.0
461,0.007079144,0.0,7240.0,3001120200000.0
462,0.011567793,8191.0,7013.0,3001120200000.0
463,0.012046638,492.0,0.0,3001120200000.0
464,0.009540345,333.0,8191.0,3001120200000.0
465,0.0064417203,0.0,1417.0,3001120200000.0
466,0.015516372,8191.0,3284.0,3001120200000.0
467,0.008478578,8191.0,101.0,3001120200000.0
468,0.00579382,0.0,7340.0,3001120200000.0
469,0.0027060758,0.0,3295.0,3001120200000.0
470,0.00027556976,6207.0,0.0,3001120200000.0
471,0.0,0.0,0.0,0.0
472,0.0,0.0,0.0,0.0
473,0.019604472,5973.0,8191.0,3001120200000.0
474,1.610008e-07,6248.0,0.0,3001120200000.0
475,0.012464906,8191.0,3284.0,3001120200000.0
476,0.033665515,3906.0,8191.0,3001120200000.0
477,0.0,6507.0,5078.0,3001120200000.0
478,0.020735858,8191.0,7909.0,3001120200000.0
479,0.020793498,485.0,8191.0,3001120200000.0
480,0.018014219,3333.0,0.0,3001120200000.0
481,7.616653e-05,4588.0,8191.0,3001120200000.0
482,0.001166867,2347.0,8191.0,3001120200000.0
483,0.018269451,8191.0,7903.0,3001120200000.0
484,0.00015427938,1124.0,8179.0,3001120200000.0
485,0.02221899,3333.0,0.0,3001120200000.0
486,0.014753925,8061.0,8191.0,3001120200000.0
487,0.0017876496,25.0,8191.0,3001120200000.0
488,0.0,4481.0,1973.0,3001120200000.0
489,0.0043458226,8191.0,5796.0,3001120200000.0
490,0.026865909,2883.0,0.0,3001120200000.0
491,0.03705984,6166.0,8191.0,3001120200000.0
492,1.6217166e-06,6555.0,0.0,3001120200000.0
493,0.0,0.0,0.0,0.0
494,0.016458476,12.0,0.0,3001120200000.0
495,0.019620003,2893.0,8191.0,3001120200000.0
496,0.012437546,8191.0,117.0,3001120200000.0
497,0.0042093326,1035.0,8177.0,3001120200000.0
498,0.011090947,8061.0,8191.0,3001120200000.0
499,0.021965982,1981.0,8191.0,3001120200000.0
500,0.0019478304,285.0,8191.0,3001120200000.0
501,0.005059347,0.0,5808.0,3001120200000.0
502,0.009361793,5764.0,0.0,3001120200000.0
503,0.010862911,137.0,2.0,3001120200000.0
504,0.029127214,4051.0,8191.0,3001120200000.0
505,0.0016447232,4752.0,0.0,3001120200000.0
506,2.0222853e-06,7213.0,0.0,3001120200000.0
507,0.01048464,12.0,0.0,3001120200000.0
508,0.038969282,0.0,8064.0,3001120200000.0
509,0.018106088,8191.0,7909.0,3001120200000.0
510,0.00043693223,4051.0,8191.0,3001120200000.0
511,0.016219141,8061.0,8191.0,3001120200000.0
512,0.014041987,5730.0,0.0,3001120200000.0
513,0.0,4935.0,3712.0,3001120200000.0
514,0.026225043,6270.0,8191.0,3001120200000.0
515,0.0,0.0,0.0,0.0
516,0.059627965,0.0,453.0,3001120200000.0
517,0.013194368,8191.0,3284.0,3001120200000.0
518,0.018111251,8191.0,7909.0,3001120200000.0
519,0.0,0.0,0.0,0.0
520,0.009685531,8191.0,1599.0,3001120200000.0
521,0.013362811,8191.0,7909.0,3001120200000.0
522,0.0,3333.0,7494.0,3001120200000.0
523,0.0026717691,0.0,5808.0,3001120200000.0
524,0.059883006,0.0,453.0,3001120200000.0
525,0.028928682,0.0,7945.0,3001120200000.0
526,0.023326166,2480.0,0.0,3001120200000.0
527,0.018891776,8094.0,8191.0,3001120200000.0
528,0.015614512,2287.0,0.0,3001120200000.0
529,0.02828867,8152.0,0.0,3001120200000.0
530,0.0,4894.0,7261.0,3001120200000.0
531,0.0055694655,0.0,4782.0,3001120200000.0
532,0.0,1486.0,4963.0,3001120200000.0
533,0.013444453,12.0,0.0,3001120200000.0
534,0.008634149,0.0,8031.0,3001120200000.0
535,0.006089372,2997.0,8191.0,3001120200000.0
536,0.011207916,333.0,8191.0,3001120200000.0
537,0.00038887953,427.0,8191.0,3001120200000.0
538,0.0018472169,3342.0,0.0,3001120200000.0
539,0.019701906,8191.0,7909.0,3001120200000.0
540,0.0033297583,246.0,8148.0,3001120200000.0
541,0.017550627,0.0,432.0,3001120200000.0
542,0.03899159,0.0,8052.0,3001120200000.0
543,0.02063426,8191.0,7909.0,3001120200000.0
544,0.02133559,8191.0,7903.0,3001120200000.0
545,0.0,0.0,0.0,0.0
546,0.008126888,1035.0,8177.0,3001120200000.0
547,0.0,6540.0,134.0,3001120200000.0
548,0.0058307364,8191.0,4002.0,3001120200000.0
549,0.015080526,8191.0,7909.0,3001120200000.0
550,0.027778912,1981.0,8191.0,3001120200000.0
551,0.00043817633,2771.0,0.0,3001120200000.0
552,0.018304413,2886.0,8191.0,3001120200000.0
553,0.0,0.0,0.0,0.0
554,0.00050104863,6429.0,0.0,3001120200000.0
